#>> IPFilter Xunlei (Thunder) Offline Server (2012-07-08)
#>> Home http://emulefans.com/xunlei-server-ip-120622/

118.122.36.0    - 118.122.36.255  ,   0 , [EX]XunleiOffline
118.122.87.1    - 118.122.88.255  ,   0 , [EX]XunleiOffline
119.84.114.1    - 119.84.114.255  ,   0 , [EX]XunleiOffline
119.120.94.1    - 119.120.94.255  ,   0 , [EX]XunleiOffline
119.147.32.0    - 119.147.32.255  ,   0 , [EX](QQOffline)
119.147.41.1    - 119.147.41.255  ,   0 , [EX]XunleiOffline
119.147.130.0   - 119.147.130.255 ,   0 , [EX](QQOffline)
119.178.12.1    - 119.178.12.255  ,   0 , [EX]XunleiOffline
119.188.11.1    - 119.188.12.255  ,   0 , [EX]XunleiOffline
119.188.15.1    - 119.188.15.255  ,   0 , [EX]XunleiOffline
119.189.1.1     - 119.189.1.255   ,   0 , [EX]XunleiOffline
121.9.209.1     - 121.9.209.255   ,   0 , [EX]XunleiOffline
121.9.246.1     - 121.9.246.255   ,   0 , [EX]XunleiOffline
121.10.24.1     - 121.10.24.255   ,   0 , [EX]XunleiOffline
121.10.120.1    - 121.10.120.255  ,   0 , [EX]XunleiOffline
121.10.137.1    - 121.10.137.255  ,   0 , [EX]XunleiOffline
121.14.82.1     - 121.14.82.255   ,   0 , [EX]XunleiOffline
121.14.97.0     - 121.14.97.255   ,   0 , [EX](QQOffline)
121.14.222.1    - 121.14.222.255  ,   0 , [EX]XunleiOffline
122.141.227.1   - 122.141.227.255 ,   0 , [EX]XunleiOffline
122.143.1.1     - 122.143.1.255   ,   0 , [EX]XunleiOffline
122.143.5.1     - 122.143.6.255   ,   0 , [EX]XunleiOffline
122.228.241.1   - 122.228.241.255 ,   0 , [EX]XunleiOffline
122.228.255.1   - 122.228.255.255 ,   0 , [EX]XunleiOffline
123.129.242.1   - 123.129.242.255 ,   0 , [EX]XunleiOffline
123.138.162.0   - 123.138.162.255 ,   0 , [EX](QQOffline)
124.89.102.0    - 124.89.102.255  ,   0 , [EX](QQOffline)
124.95.156.1    - 124.95.156.255  ,   0 , [EX]XunleiOffline
124.115.1.0     - 124.115.2.255   ,   0 , [EX](QQOffline)
124.115.10.0    - 124.115.11.255  ,   0 , [EX](QQOffline)
124.115.12.1    - 124.115.12.255  ,   0 , [EX](QQOffline)
124.232.148.1   - 124.232.148.255 ,   0 , [EX]XunleiOffline
125.39.72.1     - 125.39.72.255   ,   0 , [EX]XunleiOffline
125.39.127.0    - 125.39.127.255  ,   0 , [EX](QQOffline)
125.39.148.1    - 125.39.149.255  ,   0 , [EX]XunleiOffline
125.39.150.1    - 125.39.150.255  ,   0 , [EX]XunleiOffline
125.46.42.1     - 125.46.42.255   ,   0 , [EX]XunleiOffline
125.78.242.1    - 125.78.242.255  ,   0 , [EX]XunleiOffline
125.221.46.1    - 125.221.46.255  ,   0 , [EX]XunleiOffline
180.96.0.0      - 180.96.1.255    ,   0 , [EX](QQOffline)
180.153.91.1    - 180.153.91.255  ,   0 , [EX]XunleiOffline
180.153.115.1   - 180.153.115.255 ,   0 , [EX]XunleiOffline
182.118.13.1    - 182.118.13.255  ,   0 , [EX]XunleiOffline
182.118.14.1    - 182.118.14.255  ,   0 , [EX]XunleiOffline
182.118.17.1    - 182.118.17.255  ,   0 , [EX]XunleiOffline
182.118.18.1    - 182.118.18.255  ,   0 , [EX]XunleiOffline
182.131.9.0     - 182.131.9.255   ,   0 , [EX](QQOffline)
182.140.142.1   - 182.140.142.255 ,   0 , [EX]XunleiOffline
183.60.208.1    - 183.60.208.255  ,   0 , [EX]XunleiOffline
211.98.169.1    - 211.98.169.255  ,   0 , [EX]XunleiOffline
211.98.171.1    - 211.98.171.255  ,   0 , [EX]XunleiOffline
211.137.100.1   - 211.137.100.255 ,   0 , [EX]XunleiOffline
211.162.73.1    - 211.162.73.255  ,   0 , [EX]XunleiOffline
218.6.13.101    - 218.6.13.255    ,   0 , [EX]XunleiOffline
218.21.68.1     - 218.21.68.255   ,   0 , [EX]XunleiOffline
218.26.232.1    - 218.26.232.255  ,   0 , [EX]XunleiOffline
218.59.144.1    - 218.59.144.255  ,   0 , [EX]XunleiOffline
218.75.172.1    - 218.75.172.255  ,   0 , [EX]XunleiOffline
219.129.83.1    - 219.129.83.255  ,   0 , [EX]XunleiOffline
219.134.132.1   - 219.134.132.255 ,   0 , [EX]XunleiOffline
220.113.9.1     - 220.113.9.255   ,   0 , [EX]XunleiOffline
220.115.240.1   - 220.115.240.255 ,   0 , [EX]XunleiOffline
220.249.103.1   - 220.249.103.255 ,   0 , [EX]XunleiOffline
221.4.246.1     - 221.4.246.255   ,   0 , [EX]XunleiOffline
221.5.8.1       - 221.5.8.255     ,   0 , [EX]XunleiOffline
221.203.179.1   - 221.203.179.255 ,   0 , [EX]XunleiOffline
221.204.220.1   - 221.204.220.255 ,   0 , [EX]XunleiOffline
221.235.189.1   - 221.235.189.255 ,   0 , [EX]XunleiOffline
221.235.205.1   - 221.235.205.255 ,   0 , [EX]XunleiOffline
221.238.25.1    - 221.238.25.255  ,   0 , [EX]XunleiOffline
222.73.49.1     - 222.73.49.255   ,   0 , [EX]XunleiOffline
222.141.53.1    - 222.141.53.255  ,   0 , [EX]XunleiOffline
